Store Name,Address,Timing,Coordinates,Phone Number
 V-Mart ," Shankar Bagicha, Sarbahal Road, Marwari Para, Jharsuguda, Odisha, 768201",10:00 AM to 10:00 PM,"21.8501371,84.0134585",09337150806
 V-Mart ," Plot No 529, Shop No 9 To 10, 1St Floor, City Centre Mall, Mfs 7 To Mfs13, Untwadi Road, Lawate Nagar, Nashik, Maharashtra, 422002",11:00 AM to 10:00 PM,"19.990563,73.762062",09289062277
 V-Mart ," Sadar Road, Forbesganj, Araria, Forbesganj, Bihar, 854318",11:00 AM to 10:00 PM,"26.303988,87.2577041",09599805005
 V-Mart ," Manish Trading Co, Bhoot Bunglow, Pn 2047, Phusro Bazaar, Bokaro, Jharkhand, 829144",10:00 AM to 10:00 PM,"23.764556,85.9946372",08448597235
 V-Mart ," Kd Market, Kalibari Chowk, Makatpur Road, Kalibari, Giridih, Jharkhand, 815301",10:00 AM to 10:00 PM,"24.1858609,86.3080073",09304042100
 V-Mart ," Shah Market, Patel Babu Road, Jagdishpur, Bhagalpur, Bihar, 812001",10:00 AM to 10:00 PM,"25.2461587,86.9796151",09386284184
 V Mart ," Applewood Icon, Talav Darwaja Road, Near Inderlok Arcade, Talav Gate, Junagadh, Gujarat, 362001",10:00 AM to 10:00 PM,"21.519691,70.458891",09971758008
 V-Mart ," Rourkela Daily Market, Near Haryana Bhawan, Sundergarh, Rourkela, Odisha, 769001",10:00 AM to 10:06 PM,"22.22766,84.851928",09311388650
 V-Mart ," Unit No 4, Chowk, Gole Bazar, Nayapara, Sambalpur, Odisha, 768001",10:00 AM to 10:00 PM,"21.4650024,83.9740591",06632521398
 V-Mart ," Deoghar Palace, VIP Chowk, Court Road, Williams Town, Deoghar, Jharkhand 814112, Deoghar, Jharkhand, 814112",10:00 AM to 10:00 PM,"24.4923761,86.6836409",09386888167
 V-Mart ," Deoghar Palace, Vip Chowk, Court Road, Williams Town, Deoghar, Jharkhand, 814112",10:00 AM to 10:00 PM,"24.4922548,86.6860203",09386888167
 V-Mart ," Madhuban Complex, Aligarh Road, Dokania Market, Banka, Bihar, 813102",10:00 AM to 10:00 PM,"24.8836001,86.929",09312004867
 V-Mart ," Shree Ram Complex Netaji Chowk, Check Post Main Road, Bokaro Steel City, Bokaro, Jharkhand, 827013",10:00 AM to 10:00 PM,"23.637314,86.163111",09304058986
 V-Mart ," Kalpana Cinema Road, Beside Bandhan Bank, Kahalgoan, Bhagalpur, Bihar, 813204",10:00 AM to 10:00 PM,"25.261569,87.232924",07303200896
 V-Mart ," London Mall, Binod Bihari Chowk, Hirak Road, Nawadih, Dhanbad, Jharkhand, 828130",11:00 AM to 10:00 PM,"23.816361,86.411179",09810895763
 V-Mart ," Polytechonic Chowk, Subhash Nagar, Subhash Nagar, Purnia, Bihar, 854301",10:00 AM to 10:00 PM,"25.7624381,87.469069",08448091173
 V-Mart ," Aastha Santosh Plaza, Shashtri Nagar, Jharia Road, Near Skylark Hotel, Bank More, Dhanbad, Jharkhand, 826001",10:00 AM to 10:00 PM,"23.7878059,86.4190322",07303585361
 V-Mart ," Rambagh Chowk Thana Sadar, Near Kali Mandir, Rambagh, Purnea, Bihar, 854301",10:00 AM to 10:00 PM,"25.791054,87.4960345",08130420517
 V-Mart ," Luby Circular Road, Manoram Nagar, Hirapur, Dhanbad, Jharkhand, 826001",10:00 AM to 10:00 PM,"23.8003568,86.4370436",09334333519
 V-Mart ," Aastha Twin Tower, Govindpuri Road, Near The Gallaeria Mall, Saraidhella, Dhanbad, Jharkhand, 828127",10:00 AM to 10:00 PM,"23.82297,86.476075",07428264726
 V-Mart ," Ground Floor, Rautara Chowk, Near LIC Office, Godda, Godda, Jharkhand, 814133",10:00 AM to 10:00 PM,"24.839666,87.21327",09311388653
 V-Mart ," Maa Gayatri Complex, Mirchaibari, Katihar, Bihar, 854105",10:00 AM to 10:00 PM,"25.555897,87.557595",07042989911
 V-Mart ," Katihar New Market, Rp Road, Near Syndicate Bank, Gami Tola, Katihar, Bihar, 854105",10:00 AM to 10:00 PM,"25.543832,87.573425",07428661153
 V-Mart ," Gandhi Chowk, Court Road, Near Sbi Main Branch, Rajpalli Jamtara, Jamtara, Jharkhand, 815351",10:00 AM to 10:00 PM,"23.9624023,86.7954307",07290036205
 V-Mart ," Ground Floor, Deshbandhu Road, Near Idbi Bank, Munsifdanga, Purulia, West Bengal, 723101",10:00 AM to 10:00 PM,"23.3430356,86.3651836",09667300374
 V-Mart ," Paschimpali College Road, Ghoramara, Kagzia Basti, Kishanganj, Bihar, 855107",10:00 AM to 10:00 PM,"26.1069174,87.9476768",09336427778
 V-Mart ," Radha Krishna Nirmaan Pvt Ltd, Kandra Road, Adityapur, Kadma, East Singhbhum, Jharkhand, 831005",10:00 AM to 10:00 PM,"22.7868339,86.163668",07290036204
 V-Mart ," Iqbal Ahmed Nagar, Ganga Reddy Road, Opp. Malabar Gold Shop, Mancherial, Adilabad, Telangana, 504208",10:00 AM to 10:00 PM,"18.875422,79.446461",09717528811
 V-Mart ," M Bazaar Sakchi, Snp Area, Ambagan, Sakchi, Jamshedpur, Jharkhand, 831001",10:00 AM to 10:00 PM,"22.8066879,86.203057",07303182536
 V-Mart ," No 83, Tank Road, Sakchi, Jamshedpur, Jharkhand, 831001",10:00 AM to 10:00 PM,"22.806089,86.205306",09334903953
 V-Mart ," Neeche Bazar, Main Road, Veer Kuwar Singh Chowk, Dumka, Jharkhand, 814101",10:00 AM to 10:00 PM,"24.2652135,87.2441499",09304006568
 V-Mart ," Ground Floor, Mg Road, Near Mp Jewellers, Raiganj, Opposite Public Bus Stand, Raiganj, North Dinajpur, West Bengal, 733134",10:00 AM to 10:00 PM,"25.6179434,88.125411",07428264729
 V-Mart ," Raj Complex, Joda Barbil Road, New Market, Madhapur, Kendujhar, Odisha, 758001",10:00 AM to 10:00 PM,"21.6414486,85.6031616",09338557128
 V-Mart ," Plot No 430, Kanchantala, Samsherganj, Dhuliyan, Murshidabad, West Bengal, 742202",10:00 AM to 10:00 PM,"24.6764258,87.9510541",07290036203
 V-Mart ," Kadam Dala Mod, Dbc Road, Nutan Pura, Jalpaiguri, West Bengal, 735101",10:00 AM to 10:00 PM,"26.5243459,88.7195147",09024110007
 V-Mart ," Cts No 1537, Bhakthi Premium, Old Bombay Pune Highway, Next To CME, Dapodi, Pune, Maharashtra, 411012",11:00 AM to 10:00 PM,"18.5868745,73.8311348",09289062281
 V-Mart ," Shankar Cinema Road, Bazarapada, Angul, Orissa, 759122",10:30 AM to 09:30 PM,"20.837227,85.089087",09560409612
 V-Mart ," Shop No 11 To 13, 1St Floor, Kumar Pacific, Cts No 42 And 43, Shankar Seth Road, Near Meera Society, Gultekdi, Pune, Maharashtra, 411037",11:00 AM to 09:30 PM,"18.5011012,73.8722866",09289062280
 V-Mart ," Old Market, Main Road, Gandhi Chowk, Dolai Street, Nabarangapur, Odisha, 764059",10:00 AM to 10:00 PM,"19.2283342,82.5484196",08010676530
 V-Mart ," Survey No 16/3 And 16/4, Mohite Paradise, Hingne Khuroad, Anand Nagar, Near Mcdonalds, Sinhgad, Pune, Maharashtra, 411051",11:00 AM to 10:00 PM,"18.476139,73.822528",09289062279
 V-Mart ," 3VX3+V37, Hyderabad Road, Srinivas Nagar, Opposite APGVB Bank, Siddipet, Medak, Telangana, 502103",10:00 AM to 10:00 PM,"18.099636,78.852715",09810448620
 V-Mart ," Shop No 15/1/28/1, Srinivasa Colony, Mgm Hospital Circle, Kothawada, Warangal, Telangana, 506002",10:30 AM to 09:30 PM,"17.9928609,79.5938716",09289062243
 V-Mart ," Plot No 51 B, B Sen Road, Berhampore, Murshidabad, West Bengal, 742101",10:00 AM to 10:00 PM,"24.106891,88.250352",08130419907
 V-Mart ," Sagar Palace Kc Circle, Udate, Belagadia Road, Baripada, Mayurbhanj, Odisha, 757001",10:00 AM to 10:00 PM,"21.926689,86.7273677",09308047331
 V-Mart ," Birhata, Sripally, GT Road, Opposite Andhra bank, Perbirhata, Burdwan, West Bengal, 713103",11:00 AM to 10:00 PM,"23.231975,87.8639011",08882372096
 V-Mart ," Birhata, Gt Road, Galsi - I, Bardhaman, West Bengal, 713103",10:00 AM to 10:00 PM,"23.2319728,87.8639011",09332936235
 V-Mart ," Amarnath Talkies, Dakhinakali Road, Dhenkanal, Dhenkanal, Odisha, 759001",10:00 AM to 10:00 PM,"20.6565816,85.5885484",06762225042
 V-Mart ," Ward No 16 Malancha Road, School, Opposite Atulmoni Polytechnic High, Kharagpur, West Midnapore, West Bengal, 721301",10:00 AM to 10:00 PM,"22.3445083,87.2923888",07290036208
 V-Mart ," No 122, Keshab Road, Khagrabari, Cooch Behar, West Bengal, 736101",10:00 AM to 10:00 PM,"26.331186,89.446093",09333759291
 V-Mart ," Plot No 1010,1032 And 1046, Paschim Krishnapur, Arambag, Hooghly, West Bengal, 712601",10:00 AM to 10:00 PM,"22.882647,87.78882",08130420323
 V-Mart ," Plot No 6/8/1, Rangareddy, Chandanagar, Tirumalagiri, Hyderabad, Telangana, 500050",11:00 AM to 10:00 PM,"17.4955965,78.3414687",09289062251
 V-Mart ," Unit No 205, 2Nd Floor, The Forum Sujana Mall, Kukatpally, Tirumalagiri, Hyderabad, Telangana, 500072",11:00 AM to 10:00 PM,"17.484111,78.413111",09289062255
 V-Mart ," Plot No 27, Ec Ec Hsc Ltd, Kapra, Rao Nagar, Hyderabad, Telangana, 501301",11:00 AM to 10:30 PM,"17.4836542,78.5468779",09289062254
 V-Mart ," No 111/112, Gf, Sarath City Capital Mall, Gachibowli Miyapur Road, Kothaguda, Hyderabad, Telangana, 500084",11:00 AM to 10:00 PM,"17.457801,78.363793",09289062245
 V-Mart ," Shop No 116, Ground And 1St Floor, Park Lane Hotel, Parklane, Secunderabad, Hyderabad, Telangana, 500003",11:00 AM to 10:00 PM,"17.441711,78.489911",09289062247
 V-Mart ," Municipal No 1/2/1/1, Main Road, Habsiguda, Secunderabad, Hyderabad, Telangana, 500007",11:00 AM to 10:00 PM,"17.417611,78.542711",09289062250
 V-Mart ," Shop No 1/1/186/1, Main Road, Chikkadpally, Opposite Pista House, Musheerabad, Hyderabad, Telangana, 500020",11:00 AM to 10:00 PM,"17.4057198,78.4955305",09289062249
 V-Mart ," Shop No 4/3/143/3, Attapur, Opposite Pillar No 123, Rajendar Nagar, Hyderabad, Telangana, 500048",11:00 AM to 10:00 PM,"17.3641007,78.427935",09289062253
 V-Mart ," Sai Jagarnath Market Complex, Ot Road Chhapulla, Samaraipur, Bhadrak, Odisha, 756100",10:00 AM to 10:00 PM,"21.05718,86.4960146",08010676498
 V-Mart ," Plot No A2, Green Park Nagar Colony, Karmanghat, Sagar Road, Santosh Nagar, Hyderabad, Telangana, 500079",11:00 AM to 10:00 PM,"17.3454196,78.5259308",09289062246
 V-Mart ," 1 To 4, Part 5, 10 To 11, Ntr Nagar Col, Lb Nagar Circle, Opposite Metro Pillar No 1641, Dilsukhnagar, Hyderabad, Telangana, 500060",11:00 AM to 10:00 PM,"17.341611,78.504711",09289062248
 V-Mart ," Ground Floor, Link Road, Bishram Nagar, Badambadi Colony, Cuttack, Odisha, 753012",10:00 AM to 10:00 PM,"20.4521803,85.8917137",07289007480
 V-Mart ," Maruti Mall, KIIT Square, Nandankannan Road, Patia, Bhubaneswar, Odisha, 751024",11:00 AM to 10:00 PM,"20.35390653,85.82686729",09289662265
 V-Mart ," Shop No 197, Survey No 120, New Survey No 804, Geetanagar, Malkajgiri, Hyderabad, Telangana, 500047",11:00 AM to 10:00 PM,"17.275411,78.310361",09289062252
 V-Mart ," Plot No 20, Dl Roy Road, Pallysree Krishna Nagar, Krishna Nagar, Nadia, West Bengal, 741101",10:00 AM to 10:00 PM,"23.396925,88.491187",08448480722
 V-Mart ," 9/1, Rn Tagore Road, Shantipur, Opposite Bhadrakalitala, Santipur, Nadia, West Bengal, 741404",10:00 AM to 10:00 PM,"23.258225,88.43637",08130420073
 V-Mart ," Mechada Road, Purba Medinipur, Maniktala, Opposite Sp Office, Tamluk, East Midnapore, West Bengal, 721636",10:00 AM to 10:00 PM,"22.3027028,87.9113006",09319697761
 V-Mart ," Plot No 15 And 24, Gt Road, Bandel, Hooghly, West Bengal, 712123",10:00 AM to 10:00 PM,"22.921005,88.385433",09319697760
 V-Mart ," Plot No 630, Anand Plaza, Main Road, Hanuman Bazar, Brahmapur Sadar, Ganjam, Odisha, 760002",10:00 AM to 10:00 PM,"19.330429,84.766692",09337233774
 V-Mart ," Ground Floor, Annapurna Market, Urban Bank Road, Brahmapur Sadar, Ganjam, Odisha, 760001",10:00 AM to 10:00 PM,"19.3131162,84.7876369",07290036211
 V-Mart ," H No 1/8/592 & 593, Hanamkonda, Nakkalagutta Main Road, Opposite Apnpdcl, Sangyam, Warangal, Telangana, 506001",11:00 AM to 10:00 PM,"17.028911,78.302511",09289062243
 V-Mart ," Ward No 9, Gtb Road, Bidyapara, Dhubri, Assam, 783301",10:00 AM to 10:00 PM,"26.024297,89.982862",07303182534
 V-Mart ," Heaven Garden, Indra Gandhi Road, Konnagar, Hooghly, West Bengal, 712235",11:00 AM to 10:00 PM,"22.701993,88.345146",09599298109
 V-Mart ," Bandhan Banquet, Hindmotor, Gt Road, Ghospara, Uttarpara, Hooghly, West Bengal, 712233",10:00 AM to 10:00 PM,"22.683027,88.347774",07042989922
 V-Mart ," Heaven Garden, Indra Gandhi Road, Konnagar, Hooghly, West Bengal, 712235",11:00 AM to 10:00 PM,"22.701993,88.345146",09599298109
 V-Mart ," Bandhan Banquet, Hindmotor, Gt Road, Ghospara, Uttarpara, Hooghly, West Bengal, 712233",10:00 AM to 10:06 PM,"22.683027,88.347774",07042989922
 V-Mart ," Bandhan Banquet, Hindmotor, GT Road, Ghospara, Ghospara, Uttarpara, West Bengal, 712233",10:00 AM to 10:00 PM,"22.68388641,88.35408593",07042989922
 V-Mart ," Plot No 235/1 & 258/1, Wyra Road, Survey No 94, Indra Nagar, Kaviraj Nagar, Khammam, Telangana, 507002",11:00 AM to 10:00 PM,"17.2489705,80.1669815",09289062320
 V-Mart ," Shop No 7, Metropolitan Building, Jawahar Lal Nehru Road, Near Esplanade Bus Stand, Esplanade, Kolkata, West Bengal, 700013",11:00 AM to 10:00 PM,"22.5635491,88.3519135",09560622886
 V-Mart ," 65/6, Jessore Road N, Sethpukhar, Sethpukhar, Barasat, West Bengal, 700124",10:00 AM to 10:00 PM,"22.715939,88.483142",07428495283
 V-Mart ," Amtala Bazar, Nibarandutta Road, Borhanpur village, Amtala, Kolkata, West Bengal, 743503",11:00 AM to 10:00 PM,"22.368993,88.27055",09667300374
 V-Mart ," Patil Planet, Bm Patil Road, Near Bld Hospital, Banjara Nagar, Bijapur, Karnataka, 586101",11:00 AM to 09:30 PM,"16.850386,75.712196",09289062295
 V-Mart ," 1St Floor, Sfc Mega Mall, Station Road, Khanbhag, Sangli, Maharashtra, 416416",11:00 AM to 10:00 PM,"16.8604762,74.5699447",09289062278
 V-Mart ," Bank Colony, Main Road, Narsipatnam, Visakhapatnam, Andhra Pradesh, 531116",11:00 AM to 10:00 PM,"17.662204,82.620501",09717966511
 V-Mart ," Door No 48/14/92/1 And 93, Gnt Road, Cmr Road, Rama Talkies Junction, Peda Madina, Visakhapatnam, Andhra Pradesh, 530013",11:00 AM to 10:00 PM,"17.737511,82.834711",09289062315
 Unlimited Fashion Store ," Ramnagar Colony, Kothakota Rd, Wanaparthy, Mahabubnagar, Telangana, 509103",10:30 AM to 09:00 PM,"16.3655968,78.0562448",09810547083
 V-Mart ," Door No 79/1/1, Rs No 288/1, Jn Road, Mallina Nagar, Rajahmundry, East Godavari, Andhra Pradesh, 533103",11:00 AM to 10:00 PM,"16.972893,81.833365",09289062312
 V-Mart ," Plot No 453/1, 433/9A1 And 451, Pathebad Road, Block No 14, Ramachandra Rao Pet, Opposite Sweet Magic, Eluru, West Godavari, Andhra Pradesh, 534002",11:00 AM to 10:00 PM,"16.718211,81.119511",09289062310
 V-Mart ," Ground Floor, Barpeta Howly Road, Near Niric Hospital, Sonkuchi, Barpeta, Assam, 781301",11:00 AM to 10:00 PM,"26.335186,91.001526",09717122998
 V-Mart ," Shop No 40/1/44, Ground 1St And 2Nd Floor, Msr Plaza, Mg Road, Vijayawada, Krishna, Andhra Pradesh, 520010",11:00 AM to 10:00 PM,"16.515099,80.632095",09289062311
 V-Mart ," Door No 21/1/1, Lgf To 2Nd Floor, Pydah Plaza, Solipeta, Opposite Appolo Hospital, Kakinada, East Godavari, Andhra Pradesh, 533001",11:00 AM to 10:00 PM,"16.948249,82.252896",09289062309
 V-Mart ," Door No 5/87/126, New Ward No 4, Lakshmipuram Main Road, Brodipet, Guntur, Andhra Pradesh, 522007",11:00 AM to 10:00 PM,"16.306711,80.436111",09289062314
 V-Mart ," Sai Heights, Salipet, Revenue Ward No 10, Bose Road, Tenali, Guntur, Andhra Pradesh, 522201",11:00 AM to 10:00 PM,"16.23704,80.64972",08800304829
 V-Mart ," Dag No 1260/1869, Baro Masjid Chowk, Hajo Road, Islamsupa, Nalbari, Assam, 781335",10:00 AM to 10:00 PM,"26.445202,91.438759",07042313004
 V-Mart ," Bhutan Road, Public Bus Stand, Rangia, Kamrup, Assam, 781354",11:00 AM to 10:00 PM,"26.43983,91.623081",09971143002
 V-Mart ," Sualkuchi, Bangshar, Near HDFC Bank, Hajo Block, Kamrup, Assam, 781103",11:00 AM to 10:00 PM,"26.16895274,91.57074589",08800192274
 V-Mart ," Ward No 48, Civil Hospital Road, Ayodhya Nagar, Belgaum, Karnataka, 590001",11:00 AM to 10:00 PM,"15.873478,74.512665",09289062283
 V-Mart ," Lokhra Rd, Lutuma, Barsapara, Binowa Nagar, Kala Pahar, Guwhati, Assam, 781018",10:00 AM to 10:00 PM,"26.14933,91.7409699",08448480727
 V-Mart ," Ground Floor, Rg Baruah Road, Zoo Tiniali, Near Guwahati Commerce College, Gmc, Guwahati, Assam, 781003",10:00 AM to 10:00 PM,"26.177558,91.7759429",08824015878
 V-Mart ," Ward No 4, Mahatma Gandhi Road, Hat Khola, Udalguri, Darrang, Assam, 784509",10:00 AM to 10:00 PM,"26.7359457,92.0918026",08448854930
 V-Mart ," Ward No 7, Panbari Road, NH 15, Kharupetia, Opposite Union Bank Atm, Thekerabari, Darrang, Assam, 784115",10:00 AM to 10:00 PM,"26.5157657,92.1419955",07303585362
 V-Mart ," Ground Floor, Tezpur Road, Opposite Indian Oil Petrol Pump, Dhekiajuli, Sonitpur, Assam, 784110",11:00 AM to 10:00 PM,"26.703433,92.4768798",09289662259
 V-Mart ," Silchar Road Ladthadlaboh, Opposite PWD Office, Jowai, West Jaintia Hills, Meghalaya, 793150",10:00 AM to 10:00 PM,"25.4502269,92.1968349",08130420225
 V-Mart ," Ground Floor, Assam Trunk Road, Kalibari, Panigaon, Nagaon, Assam, 782001",10:00 AM to 10:00 PM,"26.3535626,92.6999379",08448480726
 V-Mart ," Station Road, Rajbari, Dharmanagar, Baruakandi, North Tripura, Tripura, 799253",11:00 AM to 10:00 PM,"24.373975,92.165191",09810890346
 V-Mart ," Shop No 56-5B1-5B4 AVK College Road, PJ Extn, Prince Jayachamaraja Wodeyar, Davanagere, Karnataka, 577002",10:00 AM to 10:00 PM,"14.463185,75.917753",09289062294
 V-Mart ," D No 3993/23, Ss Gardenia, Ss Layout, A Block, Shamanur Road, Near Lakshmi Flour Mill, Kuvempu Nagar, Davanagere, Karnataka, 577004",11:00 AM to 10:00 PM,"14.455295,75.905862",09289062289
 V-Mart ," Door No 39/615/2/3, 615/3 To 615/9, Syndicate No 871, China Chowk, Rtc Bus Stand, Opposite KFC, Aravinda Nagar, Kadapa, Andhra Pradesh, 516003",11:00 AM to 10:00 PM,"14.477511,78.823531",08562279600
 V-Mart ," Bg Road, Biswanath Chariali, Sonitpur, Assam, 784176",10:00 AM to 10:00 PM,"26.742602,93.1496365",09319697762
 V-Mart ," Door No 26/1/1920, Plot No 1 And 2, 1St Floor, Syndicate No 669/2, Mini Bypass Road, Gomathi Nagar, Nellore, Andhra Pradesh, 524003",11:00 AM to 10:00 PM,"14.442599,79.986458",09289062308
 V-Mart ," Bagang Shopping Complex, R&G Near Akash Deep, Main Bazar Road, Near Sbi, Itanagar, Papum Pare, Arunachal Pradesh, 791111",10:00 AM to 10:00 PM,"27.089542,93.615606",07428495285
 V-Mart ," S No 227/1, Old S No 227, Ward No 19, Air Bypass Road, Tirupati, Chittoor, Andhra Pradesh, 517501",11:00 AM to 10:00 PM,"13.628756,79.419182",09289062313
 V-Mart ," Mouza No 2, Assam Truck Road, Near Eleye Cinema Hall, Gar-Ali, Jorhat, Assam, 785001",10:00 AM to 10:00 PM,"26.7563498,94.2157128",08448480728
 V-Mart ," Shop No 31 To 33, Muddappa Arcade, 2Nd Cross, Bh Road, Vidyanagar, Tumkur, Karnataka, 572103",11:00 AM to 10:00 PM,"13.334995,77.123022",09289062292
 V-Mart ," Ward No 3 Colony, North Block, Opposite Jain Temple, Keziekle, Kohima, Nagaland, 797001",10:00 AM to 10:00 PM,"25.678502,94.1098958",07428389504
 V-Mart ," Unit No Ff1 To Ff6, 1St Flr, Canara Mall, Shivalli, Opposite Manipal Hospital, Manipal, Udupi, Karnataka, 576104",11:00 AM to 10:00 PM,"13.352654,74.790291",09289062298
 V-Mart ," Ground Floor, Boarding Road, Near Post Office, Dolmukh Chariali, Sivasagar, Assam, 785640",11:00 AM to 10:00 PM,"26.98378785,94.63391386",09289662260
 V-Mart ," Plot No 587, Basement To 3Rd Floor, Vidyaranyapura Main Road, Vidyaranyapura, Bengaluru North, Bengaluru, Karnataka, 560097",09:30 AM to 09:30 PM,"13.0808372,77.5595022",09289062297
 V-Mart ," Shop No 41 And 42, Kodigehalli, Yelahanka Hobli, Sahakara Nagar, Bengaluru North, Bengaluru, Karnataka, 560092",11:00 AM to 10:00 PM,"13.063231,77.591975",09289062303
 V-Mart ," Shop No 23, Devaraja Arcade, Iti Layout, Bel Road, Next To Nandhana Palace, Bengaluru North, Bengaluru, Karnataka, 560054",11:00 AM to 10:00 PM,"13.03295,77.5692464",08041495222
 V-Mart ," No 9/36, Vaishnavi Sapphire Mall, Tumkur Road, Yashwantapur, Bengaluru, Karnataka, 560022",11:00 AM to 10:00 PM,"13.024466,77.548771",09289062300
 V-Mart ," 417/A, Hrbr 3Rd Block, Kammanahalli, Kacharakanahalli, Banaswadi, Next To ICICI Bank, Kalyan Nagar, Bengaluru, Karnataka, 560043",10:30 AM to 09:30 PM,"13.024966,77.636864",09289062285
 V-Mart ," Shop No 308/5C, East Of Ngef Layout, Main Road, Banaswadi, Ramamurthy Nagar, Next To Tarun Motors, Bengaluru North, Bengaluru, Karnataka, 560016",11:00 AM to 10:00 PM,"13.012221,77.665948",09289062304
 V-Mart ," Plot No 721, Modi Hospital Road, 2Nd Stage, West Of Chord Road, Basaveshwara Nagar, Opposite Kadamba Hotel, Bengaluru North, Bengaluru, Karnataka, 560086",11:00 AM to 10:00 PM,"12.997311,77.547843",09289062290
 V-Mart ," 01/11, 1St Flr, Ascendas Park Sqre Mall, Whitefield Road, Pattandur Agrahara, Whitefield, Bengaluru, Karnataka, 560066",11:00 AM to 10:00 PM,"12.986925,77.736634",09289062288
 V-Mart ," No 82/1/510, Wn 82, New Municipal No 510, Binnamangala 1St Stage, Near Puma Building, Hoysala Nagar, Bengaluru, Karnataka, 560038",11:00 AM to 10:00 PM,"12.978266,77.643632",09289062286
 V-Mart ," Shop No 92, 12 To 16, Ugf, Gt Mall, Magadi Main Road, Next To Prasanna Theatre, Bengaluru North, Bengaluru, Karnataka, 560023",11:00 AM to 10:00 PM,"12.973693,77.551804",09289062284
 V-Mart ," Mittal Plaza, Babulal Poddar Path, Jhalukpara, Dibrugarh, Assam, 786001",10:00 AM to 10:00 PM,"27.4819338,94.9056072",09667790298
 V-Mart ," Plot No 857, Ground And 1St Floor, Cl Arcade, 80 Feet Road, Vinayaka Layout, Nagarbhavi, Bengaluru North, Bengaluru, Karnataka, 560072",11:00 AM to 10:00 PM,"12.960966,77.507281",09289062296
 V-Mart ," Shop No 62, Forum Value Mall, Prestige Ozone, Near Varthur Kodhi, Whitefield, Bengaluru, Karnataka, 560066",10:00 AM to 10:00 PM,"12.959719,77.747917",09289062293
 V-Mart ," No 1099, Ground To 3Rd Floor, 13 Road Main, Sector 3, Hsr Layout, Bengaluru, Karnataka, 560102",10:30 AM to 09:30 PM,"12.9110603,77.6380315",09289062287
 V-Mart ," Pn 25 & 28, Srinagar Colony, Blk No 3, Purasawalkkam, Redhills Road, Kolathur, Villivakkam, Tiruvallur, Tamil Nadu, 600099",10:30 AM to 10:00 PM,"13.1275311,80.2176672",09289062261
 V-Mart ," No 11, New Katpadi Road, Suthanthira Ponvizha Nagar, Venkatraman Nagar, Near Green Circle, Thottapalayam, Vellore, Tamil Nadu, 632006",11:00 AM to 10:00 PM,"12.956055,79.136991",09289062264
 V-Mart ," Plot No 1/Pc1, West Bus Stand, West 2 Block, Near Dr Super Market, Mogappair, Tiruvallur, Tamil Nadu, 600037",10:30 AM to 09:30 PM,"13.081563,80.165813",09289062272
 V-Mart ," Unit No S43, 2Nd Floor, Vr Mall, Jawaharlal Nehru Road, Anna Nagar, Chennai, Tamil Nadu, 600040",10:00 AM to 10:00 PM,"13.0810986,80.1953054",09289062273
 V-Mart ," Shop No 11, New Katpadi Road, Thottapalayam, Vellore, Tamil Nadu, 632004",10:00 AM to 10:00 PM,"12.93242,79.137434",09289062271
 V-Mart ," Shop No 1, Big Megamart, Arcot Road, Alwarthirunagar, Valasaravakkam, Tiruvallur, Tamil Nadu, 600087",11:00 AM to 10:00 PM,"13.044385,80.185851",09289062275
 V-Mart ," Shop No 751/1, Bagalur Road, Next Big Bazaar, Hosur, Krishnagiri, Tamil Nadu, 635109",10:00 AM to 10:00 PM,"12.7411108,77.8326345",09289062276
 V-Mart ," Ts No 412/7A And 412, Service Road, Esi Hospital, Pallavapuram, Chennai, Tamil Nadu, 600044",11:00 AM to 10:00 PM,"12.958225,80.144546",09289062274
 V-Mart ," No 339/1, 340A/1/1B1, Spectra Blk B, Old Mahabalipuram Road, Thoraipakkam, Okkiam, Chennai, Tamil Nadu, 600097",11:00 AM to 10:00 PM,"12.928963,80.231563",09289062260
 V-Mart ," Erikari Road, Bangalore Road, Santhi Nagar, Krishnagiri, Tamil Nadu, 635001",10:00 AM to 10:00 PM,"12.5267521,78.2136332",08800192731
 V-Mart ," Shop No 01, 2Nd Floor, Mall Of Mysore, Mg Road, Indira Nagar Extension, Near Zoo, Nazarabad, Mysore, Karnataka, 570010",10:30 AM to 09:30 PM,"12.2979261,76.6646234",09289062302
 V-Mart ," Ts No 4 , Arvind Lifestyle Brands Ltd, Ward G, Block No 9, Kamaraj Salai, Ilango Nagar, Puducherry, Puducherry, 605001",11:00 AM to 10:00 PM,"11.937286,79.823166",09289062241
 Unlimited Fashion Store ," Shop No 43/642, Abhi Dhana Tower, Narangapuram Juma Masjid, Thalassery Bus Stand, Thalassery, Kannur, kerala, 670102",10:30 AM to 09:00 PM,"11.748306,75.493889",09599298110
 V-Mart ," Door No 180/1 To 4, Old No Sf No 58/1B/2, New Bus Stand Main Road, Opposite Arrs Multiplex Theaters, Meyyanur, Salem, Tamil Nadu, 636004",11:00 AM to 10:00 PM,"11.667661,78.133622",09289062266
 Unlimited Fashion Store ," Supavi Complex, Kumbakonam-Chennai National Highway, Opposite NLCIL Archgate, Neyveli, Cuddalore, Tamil Nadu, 607308",10:30 AM to 09:30 PM,"11.6197564,79.5496839",08800723284
